Emp_Id,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,salary
IND27714,0.39,0.57,2,158,3,0,1,0,technical,high
IND27718,0.77,1.00,4,255,5,0,1,0,RandD,medium
IND27722,0.59,0.72,2,107,3,0,0,0,hr,medium
IND27726,0.11,0.74,6,290,5,0,1,0,technical,medium
IND27729,0.99,0.70,2,182,4,0,0,0,accounting,medium
IND27730,0.82,0.91,5,271,2,0,0,1,RandD,medium
IND27732,0.35,0.54,3,128,3,0,0,0,support,medium
IND27734,0.83,0.91,3,155,3,0,0,0,RandD,low
IND27738,0.11,0.90,6,301,4,0,1,0,technical,low
IND27742,0.56,0.71,4,296,2,0,1,0,IT,medium
IND27747,0.99,0.53,4,131,3,1,0,0,technical,low
IND27750,0.76,0.57,5,255,4,0,0,0,management,medium
IND27755,0.81,0.79,5,135,3,0,0,0,technical,low
IND27756,0.96,0.72,3,197,3,0,0,0,technical,low
IND27757,0.37,0.46,2,153,3,0,1,0,sales,low
IND27758,0.10,0.89,7,285,4,0,1,0,technical,low
IND27763,0.75,0.59,5,149,4,0,0,0,sales,medium
IND27764,0.38,0.50,3,196,3,0,0,0,sales,medium
IND27768,0.76,0.62,4,190,3,0,0,0,RandD,medium
IND27769,0.38,0.47,2,144,3,0,1,0,support,low
IND27770,0.78,0.71,4,296,3,0,1,0,hr,low
IND27773,0.79,0.91,3,226,2,0,0,0,hr,low
IND27776,0.32,0.47,3,143,4,0,0,0,IT,medium
IND27777,0.51,0.50,4,130,3,0,0,0,RandD,medium
IND27781,0.56,0.94,3,154,3,1,0,0,support,low
IND27784,0.11,0.80,6,259,5,0,1,0,support,medium
IND27786,0.10,0.79,7,284,4,0,1,0,IT,medium
IND27787,0.91,0.56,4,270,2,0,0,0,marketing,medium
IND27788,0.96,0.94,3,182,3,0,0,0,marketing,high
IND27791,0.41,0.96,5,167,3,1,0,0,technical,low
IND27793,1.00,0.85,4,156,3,0,0,0,sales,low
IND27796,0.95,0.95,4,137,4,0,0,0,management,medium
IND27801,0.54,0.50,4,160,3,0,0,0,support,medium
IND27805,0.68,0.89,5,218,5,0,0,0,sales,low
IND27806,0.61,0.57,4,160,3,1,0,0,support,low
IND27807,0.50,0.53,5,239,3,0,0,0,technical,medium
IND27809,0.74,0.70,3,253,4,1,0,0,RandD,medium
IND27812,0.20,0.97,4,237,5,0,0,0,IT,medium
IND27813,0.19,0.59,7,192,3,0,1,0,sales,low
IND27814,0.62,0.48,4,271,3,0,0,0,sales,low
IND27818,0.87,0.73,5,111,4,0,0,0,management,high
IND27820,0.54,0.86,4,205,5,0,0,0,support,low
IND27823,0.43,0.46,2,239,3,1,0,0,sales,medium
IND27825,0.83,0.85,4,263,3,0,0,0,support,medium
IND27827,0.78,1.00,4,253,5,0,1,0,marketing,low
IND27831,0.11,0.92,7,255,4,0,1,0,support,medium
IND27834,0.77,0.49,4,184,3,0,0,0,technical,low
IND27838,0.52,0.72,4,222,3,0,0,0,sales,low
IND27839,0.85,0.67,3,176,2,0,0,0,IT,medium
IND27842,0.69,0.66,3,206,2,0,0,0,IT,low
IND27843,0.65,0.90,6,217,4,1,0,1,RandD,medium
IND27845,0.99,0.55,3,197,2,0,0,0,IT,medium
IND27847,0.96,0.93,6,240,6,0,0,0,IT,low
IND27848,0.61,0.56,4,176,3,0,0,0,hr,medium
IND27852,0.82,0.89,4,239,2,0,0,0,product_mng,medium
IND27855,0.63,0.91,3,233,4,0,0,0,IT,medium
IND27857,0.84,0.93,4,251,5,0,1,0,technical,medium
IND27858,0.11,0.90,6,254,4,0,1,0,technical,low
IND27859,0.67,0.52,2,102,6,0,0,0,technical,low
IND27860,0.82,0.51,5,232,3,0,0,0,marketing,medium
IND27864,0.52,0.96,3,271,3,1,0,0,technical,medium
IND27867,0.61,0.48,4,163,3,0,0,0,sales,medium
IND27870,0.97,0.76,3,147,3,1,0,0,support,low
IND27874,0.81,0.95,5,238,6,0,1,0,technical,low
IND27878,0.53,0.56,5,236,4,1,0,0,support,high
IND27879,0.84,0.85,5,246,3,0,0,0,support,medium
IND27884,0.71,0.99,3,228,2,0,0,0,support,medium
IND27889,0.44,0.46,2,154,3,0,1,0,technical,low
IND27893,0.77,0.74,5,243,2,0,0,0,technical,low
IND27895,0.11,0.87,6,264,4,0,1,0,support,medium
IND27897,0.82,0.94,5,232,5,1,1,0,IT,medium
IND27899,0.81,0.58,3,243,4,0,0,0,marketing,high
IND27900,0.67,0.95,4,241,4,0,0,0,accounting,medium
IND27902,0.90,0.55,3,259,10,1,0,1,management,high
IND27904,0.99,0.69,3,190,3,0,0,0,support,medium
IND27905,0.89,0.76,4,133,2,0,0,0,accounting,low
IND27909,0.71,0.57,3,209,2,0,0,0,technical,medium
IND27911,0.89,0.86,3,178,4,0,0,0,sales,medium
IND27916,0.54,0.75,3,181,3,0,0,0,accounting,low
IND27920,0.71,0.79,4,133,3,0,0,1,technical,medium
IND27925,0.45,0.45,2,145,3,0,1,0,sales,medium
IND27927,0.71,0.63,3,204,3,0,0,0,marketing,low
IND27928,0.43,0.56,2,129,3,0,1,0,sales,low
IND27929,0.49,0.94,3,144,3,1,0,0,technical,medium
IND27934,0.81,0.92,5,259,3,0,0,0,IT,low
IND27938,0.97,0.94,3,160,3,0,0,0,support,low
IND27941,0.74,0.87,5,242,5,0,1,0,support,medium
IND27945,0.87,0.91,5,228,5,0,1,0,support,low
IND27950,0.65,0.80,6,233,3,1,0,1,support,medium
IND27953,0.43,0.88,2,149,4,0,0,0,product_mng,medium
IND27954,0.80,0.96,3,161,3,0,0,0,technical,low
IND27959,0.45,0.52,2,105,3,0,0,0,technical,low
IND27960,0.57,0.39,4,132,3,0,0,0,product_mng,high
IND27965,0.97,0.60,3,169,2,1,0,0,product_mng,low
IND27967,0.09,0.96,6,281,4,0,1,0,management,medium
IND27971,0.98,0.50,4,264,3,0,0,0,technical,high
IND27972,0.68,0.49,3,178,3,1,0,0,RandD,low
IND27973,0.38,0.57,2,152,3,1,1,0,hr,low
IND27978,0.52,0.83,4,180,2,0,0,0,support,medium
IND27981,0.41,0.45,2,144,3,1,1,0,product_mng,low
IND27985,0.95,0.49,4,269,4,0,0,0,support,medium
IND27989,0.52,0.98,4,272,2,0,0,0,support,low
IND27991,0.42,0.57,2,147,3,1,1,0,management,low
IND27994,0.10,0.84,6,279,4,0,1,0,sales,low
IND27999,0.88,0.65,3,268,2,0,0,0,support,high
IND28000,0.43,0.52,2,158,3,0,1,0,sales,medium
IND28003,0.65,0.70,4,157,4,0,0,0,support,medium
IND28006,0.84,0.98,4,246,3,0,0,0,sales,medium
IND28010,0.80,0.80,4,229,4,0,0,0,sales,low
IND28012,0.20,0.59,6,113,3,0,0,0,management,high
IND28015,0.95,0.75,4,151,3,0,0,0,product_mng,medium
IND28019,0.45,0.55,3,151,3,0,0,0,sales,medium
IND28023,0.63,0.91,4,246,3,0,0,0,technical,medium
IND28025,0.41,0.48,2,126,3,0,1,0,technical,low
IND28029,0.75,0.51,2,215,2,1,0,0,sales,low
IND28030,0.38,0.52,2,154,3,0,1,0,sales,medium
IND28032,0.97,0.48,4,221,3,0,0,0,RandD,medium
IND28035,0.92,0.61,2,228,2,0,0,0,sales,low
IND28039,0.44,0.52,2,128,3,0,1,0,technical,medium
IND28043,0.99,0.54,3,247,3,0,0,0,RandD,medium
IND28046,0.80,0.58,4,175,2,0,0,0,RandD,low
IND28049,0.96,0.99,3,148,3,0,0,0,support,medium
IND28050,0.91,0.93,5,158,4,0,0,0,sales,medium
IND28051,0.60,0.62,3,238,4,0,0,1,marketing,medium
IND28055,0.12,0.93,6,257,6,1,0,0,RandD,low
IND28059,0.20,0.99,5,151,3,1,0,0,support,low
IND28064,0.70,0.53,2,274,4,0,1,0,sales,low
IND28066,0.59,0.62,3,219,3,0,0,0,sales,low
IND28071,0.23,0.56,5,169,5,0,0,0,RandD,medium
IND28072,0.61,0.83,4,245,3,1,0,1,technical,low
IND28077,0.62,0.87,4,221,3,1,0,0,support,low
IND28081,0.94,0.85,4,180,4,0,0,0,sales,medium
IND28082,0.57,0.78,3,134,3,0,0,0,RandD,medium
IND28083,0.82,0.70,3,149,2,0,0,0,sales,medium
IND28084,0.71,0.77,2,255,3,0,0,0,support,medium
IND28088,0.61,0.46,4,172,3,0,0,0,accounting,low
IND28091,0.78,0.53,4,177,2,0,0,0,accounting,low
IND28092,0.38,0.47,3,189,5,0,0,0,support,medium
IND28094,0.98,0.92,5,221,3,1,0,0,product_mng,medium
IND28095,0.74,0.52,3,213,3,0,0,0,support,medium
IND28100,0.10,0.94,6,285,4,0,1,0,support,medium
IND28104,0.99,0.71,4,199,4,0,0,0,support,medium
IND28108,0.97,0.51,5,215,7,0,0,0,management,high
IND28112,0.63,0.94,4,219,3,0,0,0,product_mng,low
IND28117,0.98,0.79,5,257,4,0,0,0,technical,medium
IND28122,0.39,0.54,2,127,3,0,1,0,IT,low
IND28126,0.98,0.91,4,273,2,0,0,0,hr,low
IND28131,0.35,0.60,5,239,5,0,0,0,support,medium
IND28133,0.80,0.86,5,262,6,0,1,0,sales,medium
IND28138,0.38,0.49,2,132,3,0,1,0,support,low
IND28140,0.51,0.80,4,257,2,0,0,0,support,low
IND28142,0.73,0.55,3,206,4,0,0,0,accounting,low
IND28145,0.24,0.56,4,281,7,0,0,0,sales,medium
IND28149,0.61,0.89,4,242,2,0,0,0,management,medium
IND28153,0.76,0.97,4,219,2,0,0,0,support,medium
IND28156,0.14,0.56,5,259,4,1,0,0,IT,low
IND28161,0.85,0.63,4,154,3,0,0,0,hr,low
IND28162,0.58,0.59,3,207,7,0,0,1,management,medium
IND28163,0.29,0.86,3,251,4,0,0,0,sales,medium
IND28168,0.91,0.95,3,189,2,0,0,0,sales,low
IND28173,0.41,0.54,2,153,3,1,1,0,sales,low
IND28176,0.53,0.82,3,133,3,0,0,0,hr,medium
IND28179,0.60,0.57,3,202,3,0,0,0,support,low
IND28183,0.58,1.00,4,258,3,0,0,0,support,medium
IND28186,0.61,0.67,4,151,3,0,0,0,IT,high
IND28189,0.76,0.79,3,111,2,0,0,0,sales,low
IND28192,0.21,0.82,4,207,5,0,0,0,technical,high
IND28195,0.89,0.96,5,239,3,0,0,0,support,low
IND28197,0.24,0.76,6,213,4,0,0,0,support,medium
IND28201,0.91,0.75,3,166,2,0,0,0,IT,low
IND28203,0.22,0.49,4,218,4,0,0,0,marketing,low
IND28206,0.69,0.98,3,261,4,0,0,0,sales,medium
IND28207,0.58,0.57,3,144,4,1,0,0,sales,medium
IND28210,0.84,0.68,4,151,2,0,0,0,technical,low
IND28211,0.63,0.47,3,180,3,1,0,0,support,high
IND28214,0.98,0.91,3,188,4,0,0,0,accounting,medium
IND28219,0.58,1.00,4,220,10,0,0,0,marketing,medium
IND28222,0.43,0.49,2,160,3,0,1,0,technical,medium
IND28223,0.45,0.75,2,246,2,0,0,0,product_mng,medium
IND28226,0.60,0.82,4,134,2,0,0,0,IT,low
IND28227,0.77,0.42,4,98,2,0,0,0,sales,low
IND28231,0.50,0.60,4,200,2,0,0,1,support,medium
IND28235,0.59,0.69,3,200,3,0,0,0,sales,low
IND28239,0.44,0.51,2,145,3,0,1,0,marketing,low
IND28242,0.39,0.56,2,126,3,0,1,0,hr,low
IND28243,0.96,0.62,6,193,4,0,0,0,sales,medium
IND28244,0.41,0.68,3,165,3,1,0,0,product_mng,medium
IND28245,0.95,0.59,2,154,4,0,0,0,sales,high
IND28249,0.31,0.86,3,266,7,0,0,0,sales,low
IND28254,0.45,0.48,2,144,3,0,1,0,marketing,medium
IND28259,0.57,0.50,4,177,2,0,0,0,marketing,high
IND28261,0.57,0.66,4,270,2,0,0,0,IT,low
IND28262,0.11,0.89,6,306,4,0,1,0,technical,low
IND28263,0.74,0.94,4,255,4,0,0,0,marketing,medium
IND28268,0.51,0.85,2,248,4,0,0,0,IT,high
IND28271,0.64,0.52,3,223,3,0,0,0,sales,low
IND28276,0.74,0.64,3,267,5,0,0,0,sales,low
IND28278,0.90,0.72,5,237,2,0,0,0,accounting,low
IND28280,0.66,0.72,4,223,4,0,0,0,IT,low
IND28281,0.49,0.77,3,147,3,0,0,0,support,low
IND28286,0.11,0.78,6,300,4,1,1,0,RandD,low
IND28290,0.49,0.78,5,137,3,1,0,0,IT,low
IND28292,0.43,0.46,2,186,2,0,0,0,product_mng,low
IND28294,0.53,0.77,4,259,2,1,0,1,sales,medium
IND28297,0.10,0.80,6,264,4,0,1,0,technical,low
IND28300,0.77,0.55,5,255,2,0,0,0,support,medium
IND28303,0.78,0.53,3,156,3,0,0,0,product_mng,low
IND28307,0.74,0.74,5,175,3,0,0,0,sales,low
IND28311,0.83,0.76,2,255,7,0,0,0,sales,low
IND28312,0.56,0.90,4,115,3,0,0,0,technical,medium
IND28314,0.20,0.50,5,135,6,0,1,0,RandD,low
IND28319,0.37,0.45,2,151,3,0,1,0,support,low
IND28320,0.11,0.80,6,285,4,0,1,0,accounting,medium
IND28325,0.61,0.75,3,140,3,0,0,0,RandD,low
IND28329,0.73,0.67,2,139,8,0,0,0,sales,medium
IND28330,0.90,0.92,4,271,5,0,1,0,IT,medium
IND28335,0.36,0.48,2,152,3,0,1,0,IT,low
IND28340,0.96,0.58,5,197,4,1,0,0,IT,low
IND28344,0.83,0.64,3,242,3,0,0,0,accounting,low
IND28349,0.63,0.94,2,228,2,1,0,0,technical,low
IND28354,0.57,0.50,5,149,5,1,0,0,RandD,medium
IND28359,0.77,0.86,3,101,5,0,0,0,IT,low
IND28362,0.88,0.51,3,208,3,0,0,0,hr,medium
IND28366,0.43,0.46,2,149,3,0,1,0,technical,medium
IND28367,0.71,0.96,4,144,4,0,0,0,sales,medium
IND28369,0.93,0.98,3,241,3,0,0,0,IT,medium
IND28373,0.76,0.82,4,254,5,1,1,0,sales,medium
IND28377,0.31,0.54,5,132,5,0,1,0,sales,low
IND28381,0.72,0.58,4,149,3,0,0,0,product_mng,low
IND28385,0.09,0.84,6,301,4,0,1,0,technical,low
IND28386,0.77,0.73,3,201,10,0,0,0,management,high
IND28387,0.54,0.79,5,249,3,1,0,0,management,high
IND28389,0.76,0.98,4,258,3,0,0,0,RandD,low
IND28393,0.96,0.60,3,160,10,0,0,0,support,medium
IND28394,0.46,0.60,4,119,5,0,0,0,support,medium
IND28395,0.45,0.57,2,136,3,0,1,0,sales,low
IND28396,0.76,0.84,4,236,4,0,0,0,support,medium
IND28398,0.98,0.74,4,151,3,0,0,0,sales,medium
IND28403,0.69,0.68,4,168,3,0,0,0,technical,low
IND28407,0.40,0.53,2,151,3,0,1,0,marketing,low
IND28408,0.73,0.79,4,157,3,0,0,0,support,medium
IND28413,0.09,0.78,6,254,4,0,1,0,support,low
IND28414,0.56,0.41,6,142,3,0,0,0,product_mng,medium
IND28419,0.11,0.88,7,272,4,0,1,0,sales,medium
IND28422,0.09,0.80,6,304,4,0,1,0,technical,low
IND28427,0.18,0.64,3,223,4,1,0,0,sales,low
IND28430,0.31,0.63,4,104,7,1,0,0,sales,medium
IND28432,0.89,0.75,3,134,3,0,0,0,hr,low
IND28433,0.17,0.51,5,221,3,0,0,0,sales,low
IND28434,0.50,0.57,3,219,3,0,0,0,sales,medium
IND28436,0.82,0.84,5,244,5,0,1,0,sales,low
IND28439,0.77,0.97,3,184,3,1,0,0,marketing,medium
IND28443,0.17,0.78,6,284,4,0,0,0,IT,medium
IND28444,0.49,0.79,5,206,2,0,0,0,support,medium
IND28446,0.77,0.78,2,271,3,0,0,0,management,low
IND28447,0.83,0.95,5,258,5,0,1,0,technical,low
IND28449,1.00,0.93,5,167,3,0,0,0,sales,medium
IND28452,0.89,0.94,5,223,3,0,0,0,sales,medium
IND28455,0.64,0.99,4,180,4,0,0,0,product_mng,medium
IND28459,0.48,0.69,3,105,3,0,0,0,support,low
IND28463,0.55,0.86,4,169,6,0,0,0,IT,medium
IND28464,0.34,0.46,3,155,10,0,0,0,product_mng,medium
IND28468,0.78,0.61,3,227,3,0,0,0,hr,medium
IND28469,0.49,0.65,4,233,7,0,0,0,sales,medium
IND28472,0.87,0.52,4,140,3,0,0,0,product_mng,medium
IND28473,0.78,0.61,3,148,2,0,0,0,sales,medium
IND28478,0.61,0.96,3,247,3,0,0,0,support,low
IND28483,0.94,0.91,3,250,3,1,0,0,management,low
IND28486,0.16,0.68,5,149,7,1,0,0,sales,medium
IND28491,0.76,0.99,3,164,2,0,0,0,support,medium
IND28492,0.87,0.66,3,270,2,0,0,0,product_mng,low
IND28493,0.68,0.80,2,254,2,1,0,0,sales,low
IND28496,0.85,0.89,4,251,2,0,0,0,support,low
IND28499,0.45,0.48,2,144,3,0,1,0,marketing,medium
IND28504,0.92,1.00,4,261,4,0,0,0,sales,medium
IND28508,0.76,0.60,5,244,3,1,0,0,technical,low
IND28511,0.80,0.68,4,199,2,0,0,0,IT,medium
IND28516,0.74,0.63,3,231,3,0,0,0,technical,low
IND28519,0.83,0.74,3,221,2,0,0,0,support,medium
IND28524,0.32,0.50,2,135,5,0,1,0,sales,low
IND28525,0.72,0.63,3,149,2,0,0,0,support,medium
IND28527,0.94,0.86,3,221,3,1,0,0,sales,medium
IND28529,0.89,0.58,3,167,3,0,0,0,support,medium
IND28534,0.16,0.65,4,277,5,0,1,0,accounting,medium
IND28539,0.90,0.45,4,241,6,0,0,0,support,medium
IND28543,0.58,0.72,3,113,3,1,0,0,management,medium
IND28545,0.56,0.98,5,171,3,1,0,0,sales,low
IND28547,0.99,1.00,4,223,2,1,0,0,product_mng,low
IND28551,0.77,0.92,5,255,5,0,1,0,marketing,low
IND28556,0.87,0.68,4,246,2,0,0,0,support,medium
IND28560,0.67,0.70,4,222,3,0,0,0,management,low
IND28565,0.60,0.64,5,221,2,0,0,0,technical,low
IND28566,0.89,0.46,4,248,5,1,0,0,hr,medium
IND28571,0.69,0.86,5,195,6,0,0,0,management,high
IND28574,0.90,0.91,5,176,3,0,0,0,sales,medium
IND28577,0.60,0.57,2,184,3,0,0,0,sales,medium
IND28578,0.91,0.74,6,253,2,0,0,0,technical,low
IND28579,0.91,0.70,3,132,4,0,0,0,sales,medium
IND28582,0.65,0.48,4,229,3,0,0,0,RandD,high
IND28583,0.80,0.51,5,196,3,0,0,0,IT,low
IND28586,0.56,0.49,4,256,3,0,0,0,accounting,low
IND28590,0.58,0.74,4,180,3,0,0,0,product_mng,high
IND28592,0.93,0.84,3,159,3,0,0,0,technical,high
IND28597,0.10,0.83,7,276,4,0,1,0,accounting,low
IND28600,0.41,0.47,2,145,3,0,1,0,technical,low
IND28604,0.83,0.37,5,101,4,1,0,0,support,low
IND28608,0.65,0.94,4,184,7,0,0,0,sales,medium
IND28609,0.68,0.84,3,239,2,0,0,0,management,medium
IND28613,0.64,0.87,4,157,7,0,0,0,marketing,low
IND28618,0.95,0.78,3,204,2,1,0,0,marketing,medium
IND28621,0.99,0.67,5,153,2,0,0,0,RandD,low
IND28625,0.79,0.61,4,227,2,0,0,1,sales,high
IND28629,0.98,0.53,6,253,4,0,0,0,RandD,medium
IND28630,0.11,0.96,6,267,4,0,1,0,sales,medium
IND28632,0.55,0.59,4,230,3,0,0,0,technical,low
IND28635,0.82,0.49,4,180,2,0,0,0,RandD,low
IND28640,0.73,0.48,4,139,2,0,0,0,RandD,low
IND28641,0.96,0.90,4,246,3,0,0,0,support,low
IND28642,0.41,0.56,2,133,3,0,1,0,hr,medium
IND28644,0.36,0.48,2,136,3,0,1,0,support,low
IND28648,0.56,0.59,3,223,3,0,0,0,support,medium
IND28650,0.62,0.79,4,268,6,0,0,0,sales,medium
IND28655,0.84,0.99,4,267,5,0,1,0,product_mng,low
IND28658,0.47,0.86,4,169,6,0,0,0,IT,low
IND28662,0.87,0.49,4,149,2,0,0,0,sales,low
IND28666,0.96,0.83,3,177,4,0,0,0,technical,low
IND28669,0.29,0.75,3,124,4,0,0,0,marketing,medium
IND28674,0.53,0.80,4,204,3,0,0,0,IT,medium
IND28679,0.43,0.92,5,151,4,0,0,0,technical,low
IND28682,0.37,0.46,2,156,3,0,1,0,sales,low
IND28686,0.52,0.63,3,233,3,0,0,1,sales,medium
IND28691,0.82,0.60,5,232,2,0,0,0,technical,medium
IND28692,0.38,0.52,2,153,3,0,1,0,support,low
IND28695,0.81,0.64,6,176,5,0,0,0,hr,low
IND28697,0.18,0.86,6,264,3,0,0,0,technical,high
IND28698,0.76,0.72,3,263,3,0,0,0,product_mng,medium
IND28700,0.53,0.80,3,175,3,0,0,0,IT,low
IND28702,0.62,0.40,3,158,8,1,0,0,marketing,low
IND28705,0.83,0.51,4,215,3,0,0,0,product_mng,high
IND28709,0.82,0.81,4,233,4,1,1,0,support,low
IND28712,0.68,0.60,2,192,6,0,0,0,support,low
IND28716,0.49,0.85,4,238,2,0,0,0,hr,medium
IND28721,0.54,0.56,4,260,3,0,1,0,sales,medium
IND28725,0.98,0.84,3,139,2,0,0,0,sales,medium
IND28726,0.90,0.98,5,245,5,0,1,0,IT,low
IND28731,0.56,0.64,3,260,3,0,0,0,RandD,medium
IND28736,0.99,0.72,3,220,2,1,0,0,product_mng,low
IND28737,0.50,0.73,3,154,10,0,0,0,IT,medium
IND28741,0.76,0.60,3,140,2,0,0,0,RandD,low
IND28744,0.44,0.54,2,139,3,0,1,0,support,medium
IND28745,0.50,0.50,3,184,3,1,0,0,support,low
IND28748,0.86,1.00,4,256,3,0,0,0,technical,medium
IND28750,0.81,0.55,4,217,8,0,0,0,accounting,medium
IND28755,0.89,0.70,4,235,2,1,0,0,accounting,high
IND28758,0.75,0.78,2,259,3,0,0,0,product_mng,low
IND28759,0.76,0.62,4,197,3,0,0,0,technical,low
IND28761,0.58,0.60,3,110,3,1,0,0,support,low
IND28763,0.72,0.65,5,151,3,0,0,0,sales,medium
IND28766,0.10,0.96,6,303,4,0,1,0,sales,low
IND28771,0.21,0.85,5,153,3,0,0,0,hr,low
IND28773,0.51,0.62,4,185,3,0,0,0,management,low
IND28774,0.10,0.83,7,276,4,0,1,0,accounting,low
IND28779,0.39,0.53,2,136,3,0,1,0,hr,low
IND28781,0.74,0.78,4,194,8,0,0,0,sales,medium
IND28784,0.86,0.56,5,215,2,0,0,0,sales,low
IND28789,0.84,0.61,5,202,3,0,0,0,support,high
IND28794,0.99,0.55,4,179,4,0,0,0,marketing,low
IND28797,0.62,0.73,4,191,3,0,0,0,RandD,high
IND28801,0.73,0.69,4,171,3,0,0,0,product_mng,medium
IND28805,0.61,0.83,5,236,2,0,0,0,sales,medium
IND28807,0.88,0.71,3,184,3,0,0,0,technical,low
IND28812,0.87,0.95,5,227,5,0,1,0,support,medium
IND28816,0.86,0.66,4,251,3,0,0,0,RandD,low
IND28817,0.76,0.80,5,217,2,0,0,0,sales,medium
IND28820,0.10,0.83,6,292,4,0,1,0,support,low
IND28824,0.36,0.48,2,159,3,0,1,0,product_mng,low
IND28828,0.81,0.89,4,166,2,1,0,0,sales,low
IND28833,0.79,0.77,3,201,6,1,0,0,support,medium
IND28838,0.09,0.90,7,289,4,0,1,0,product_mng,low
IND28843,0.56,0.59,3,185,2,0,0,0,RandD,medium
IND28846,0.66,0.57,5,161,5,0,1,0,technical,high
IND28850,0.57,0.53,5,216,2,1,0,0,sales,medium
IND28855,0.38,0.52,2,145,3,0,1,0,sales,low
IND28856,0.50,0.56,5,185,2,0,0,0,sales,high
IND28858,0.83,0.81,5,219,5,0,1,0,sales,low
IND28860,0.11,0.85,7,244,4,0,1,0,support,low
IND28864,0.97,0.94,4,253,3,0,0,0,support,medium
IND28865,0.62,0.94,4,252,4,0,0,0,accounting,low
IND28869,0.93,0.99,3,169,3,0,0,0,technical,low
IND28874,0.43,0.56,2,136,3,0,1,0,sales,low
IND28878,0.99,0.80,3,209,2,0,0,0,support,medium
IND28880,0.81,0.84,4,198,2,0,0,0,sales,low
IND28883,0.93,0.81,3,143,3,0,0,0,support,low
IND28886,0.85,0.80,4,158,3,0,0,0,support,medium
IND28888,0.44,0.46,3,121,3,0,0,0,technical,medium
IND28889,0.34,0.55,3,136,2,1,0,0,sales,medium
IND28891,0.53,0.64,2,109,3,0,0,0,hr,medium
IND28893,0.93,0.74,5,248,8,1,0,0,support,low
IND28897,0.91,0.62,4,158,3,1,0,0,sales,medium
IND28898,0.20,0.60,5,261,8,0,0,0,sales,medium
IND28903,0.89,0.92,5,237,5,0,1,0,sales,medium
IND28908,0.52,0.73,2,233,3,0,0,0,technical,medium
IND28913,0.87,0.55,3,233,3,0,0,0,technical,medium
IND28918,0.94,0.47,5,131,6,0,0,0,technical,medium
IND28923,0.62,0.87,6,169,2,1,0,0,sales,medium
IND28924,0.69,0.55,3,172,2,0,0,0,technical,medium
IND28926,0.75,0.68,3,150,2,1,0,0,support,medium
IND28931,0.73,0.80,4,251,2,1,0,0,support,low
IND28934,0.97,0.55,5,212,6,0,0,0,sales,high
IND28937,0.62,0.94,4,252,4,0,0,0,accounting,low
IND28938,0.80,0.65,3,264,4,0,0,0,management,high
IND28941,0.40,0.54,2,137,3,0,1,0,marketing,medium
IND28943,0.30,0.39,3,175,3,0,0,0,sales,medium
IND28947,0.98,0.53,4,166,2,0,0,0,support,medium
IND28948,0.38,0.55,2,158,3,0,1,0,support,low
IND28953,0.49,0.83,2,185,6,0,0,0,support,medium
IND28958,0.37,0.55,2,152,3,0,1,0,technical,medium
IND28963,0.57,0.66,4,158,2,0,0,0,sales,low
IND28967,0.49,0.83,4,194,3,0,0,0,technical,medium
IND28972,0.56,0.81,4,216,2,0,0,0,technical,low
IND28975,0.49,0.98,3,267,3,1,0,0,sales,medium
IND28980,0.48,0.60,4,230,3,0,0,0,product_mng,medium
IND28981,0.53,1.00,3,164,4,0,0,0,IT,medium
IND28983,0.15,0.70,4,220,4,0,0,0,hr,low
IND28984,0.97,0.90,5,262,3,0,0,0,sales,medium
IND28985,0.67,0.83,3,148,3,0,0,0,support,low
IND28987,0.76,0.89,5,262,5,0,1,0,sales,low
IND28991,0.73,0.49,3,168,2,1,0,0,sales,low
IND28996,0.70,0.60,5,208,3,0,0,0,management,medium
IND28998,0.90,0.62,4,258,3,0,0,0,technical,medium
IND29002,0.91,0.52,4,172,4,1,0,0,management,high
IND29006,0.64,0.91,3,165,3,1,0,0,support,low
IND29007,0.75,0.86,6,114,4,0,0,0,support,high
IND29008,0.48,0.80,4,196,5,0,0,0,product_mng,low
IND29012,0.66,0.36,3,256,6,0,0,0,support,medium
IND29015,0.63,0.82,5,275,3,1,0,0,sales,medium
IND29017,0.45,0.66,2,236,3,0,0,0,marketing,medium
IND29020,0.92,0.97,4,238,5,1,0,0,support,medium
IND29021,0.96,0.51,3,241,6,1,0,0,support,low
IND29025,0.44,0.56,2,158,3,0,1,0,accounting,medium
IND29027,0.78,0.95,3,249,4,0,0,0,RandD,low
IND29032,0.70,0.63,3,157,2,0,0,0,RandD,medium
IND29034,0.11,0.87,6,301,4,0,1,0,accounting,low
IND29035,0.42,0.56,2,143,3,0,1,0,support,medium
IND29036,0.77,0.50,4,281,2,0,0,0,sales,low
IND29040,0.61,0.41,3,138,3,0,0,0,support,low
IND29043,0.72,0.57,4,224,4,0,0,0,RandD,medium
IND29045,1.00,0.97,5,141,2,0,0,0,accounting,medium
IND29050,0.91,0.57,3,158,3,0,0,0,technical,low
IND29052,1.00,0.54,3,151,2,1,0,0,technical,low
IND29057,0.74,0.85,5,135,2,0,0,0,support,low
IND29058,0.43,0.46,2,156,3,0,1,0,technical,low
IND29061,0.61,0.55,5,260,3,0,0,0,technical,medium
IND29062,0.39,0.49,2,142,3,0,1,0,sales,low
IND29063,0.90,0.51,4,137,6,0,0,0,sales,medium
IND29065,0.53,0.61,4,198,2,0,0,0,product_mng,low
